x,y,u
0.221135,0.318982,0.279409
0.223092,0.318982,0.283627
0.225049,0.318982,0.287853
0.227006,0.318982,0.292089
0.228963,0.318982,0.296333
0.23092,0.318982,0.300585
0.232877,0.318982,0.304843
0.234834,0.318982,0.309108
0.236791,0.318982,0.313378
0.238748,0.318982,0.317654
0.240705,0.318982,0.321933
0.242661,0.318982,0.326216
0.244618,0.318982,0.330503
0.246575,0.318982,0.334791
0.248532,0.318982,0.339082
0.250489,0.318982,0.343373
0.252446,0.318982,0.347665
0.254403,0.318982,0.351956
0.25636,0.318982,0.356247
0.258317,0.318982,0.360536
0.260274,0.318982,0.364822
0.262231,0.318982,0.369106
0.264188,0.318982,0.373386
0.266145,0.318982,0.377662
0.268102,0.318982,0.381933
0.270059,0.318982,0.386199
0.272016,0.318982,0.390458
0.273973,0.318982,0.39471
0.27593,0.318982,0.398955
0.277886,0.318982,0.403192
0.279843,0.318982,0.40742
0.2818,0.318982,0.411639
0.283757,0.318982,0.415847
0.285714,0.318982,0.420045
0.287671,0.318982,0.424232
0.289628,0.318982,0.428406
0.291585,0.318982,0.432568
0.293542,0.318982,0.436716
0.295499,0.318982,0.440851
0.297456,0.318982,0.444971
0.299413,0.318982,0.449076
0.30137,0.318982,0.453165
0.303327,0.318982,0.457238
0.305284,0.318982,0.461293
0.307241,0.318982,0.465331
0.309198,0.318982,0.469351
0.311155,0.318982,0.473351
0.313112,0.318982,0.477332
0.315068,0.318982,0.481293
0.317025,0.318982,0.485234
0.318982,0.318982,0.489153
0.320939,0.318982,0.49305
0.322896,0.318982,0.496924
0.324853,0.318982,0.500775
0.32681,0.318982,0.504603
0.328767,0.318982,0.508406
0.330724,0.318982,0.512185
0.332681,0.318982,0.515938
0.334638,0.318982,0.519665
0.336595,0.318982,0.523365
0.338552,0.318982,0.527039
0.340509,0.318982,0.530684
0.342466,0.318982,0.534301
0.344423,0.318982,0.53789
0.34638,0.318982,0.541449
0.348337,0.318982,0.544978
0.350294,0.318982,0.548476
0.35225,0.318982,0.551944
0.354207,0.318982,0.55538
0.356164,0.318982,0.558784
0.358121,0.318982,0.562155
0.360078,0.318982,0.565494
0.362035,0.318982,0.568799
0.363992,0.318982,0.572069
0.365949,0.318982,0.575305
0.367906,0.318982,0.578506
0.369863,0.318982,0.581672
0.37182,0.318982,0.584801
0.373777,0.318982,0.587894
0.375734,0.318982,0.590949
0.377691,0.318982,0.593968
0.379648,0.318982,0.596948
0.381605,0.318982,0.59989
0.383562,0.318982,0.602793
0.385519,0.318982,0.605657
0.387476,0.318982,0.608481
0.389432,0.318982,0.611265
0.391389,0.318982,0.614008
0.393346,0.318982,0.61671
0.395303,0.318982,0.619371
0.39726,0.318982,0.62199
0.399217,0.318982,0.624567
0.401174,0.318982,0.627101
0.403131,0.318982,0.629592
0.405088,0.318982,0.63204
0.407045,0.318982,0.634444
0.409002,0.318982,0.636804
0.410959,0.318982,0.63912
0.412916,0.318982,0.64139
0.414873,0.318982,0.643616
0.41683,0.318982,0.645796
0.418787,0.318982,0.64793
0.420744,0.318982,0.650018
0.422701,0.318982,0.652059
0.424658,0.318982,0.654054
0.426614,0.318982,0.656001
0.428571,0.318982,0.657901
0.430528,0.318982,0.659754
0.432485,0.318982,0.661558
0.434442,0.318982,0.663314
0.436399,0.318982,0.665022
0.438356,0.318982,0.66668
0.440313,0.318982,0.66829
0.44227,0.318982,0.669851
0.444227,0.318982,0.671362
0.446184,0.318982,0.672823
0.448141,0.318982,0.674234
0.450098,0.318982,0.675595
0.452055,0.318982,0.676906
0.454012,0.318982,0.678166
0.455969,0.318982,0.679375
0.457926,0.318982,0.680533
0.459883,0.318982,0.68164
0.46184,0.318982,0.682696
0.463796,0.318982,0.6837
0.465753,0.318982,0.684653
0.46771,0.318982,0.685554
0.469667,0.318982,0.686403
0.471624,0.318982,0.6872
0.473581,0.318982,0.687945
0.475538,0.318982,0.688637
0.477495,0.318982,0.689277
0.479452,0.318982,0.689865
0.481409,0.318982,0.6904
0.483366,0.318982,0.690882
0.485323,0.318982,0.691312
0.48728,0.318982,0.691689
0.489237,0.318982,0.692013
0.491194,0.318982,0.692284
0.493151,0.318982,0.692502
0.495108,0.318982,0.692668
0.497065,0.318982,0.69278
0.499022,0.318982,0.692839
0.500978,0.318982,0.692845
0.502935,0.318982,0.692798
0.504892,0.318982,0.692699
0.506849,0.318982,0.692546
0.508806,0.318982,0.69234
0.510763,0.318982,0.692081
0.51272,0.318982,0.691769
0.514677,0.318982,0.691405
0.516634,0.318982,0.690987
0.518591,0.318982,0.690517
0.520548,0.318982,0.689995
0.522505,0.318982,0.689419
0.524462,0.318982,0.688791
0.526419,0.318982,0.688111
0.528376,0.318982,0.687379
0.530333,0.318982,0.686594
0.53229,0.318982,0.685757
0.534247,0.318982,0.684868
0.536204,0.318982,0.683928
0.53816,0.318982,0.682936
0.540117,0.318982,0.681892
0.542074,0.318982,0.680797
0.544031,0.318982,0.679651
0.545988,0.318982,0.678453
0.547945,0.318982,0.677205
0.549902,0.318982,0.675907
0.551859,0.318982,0.674557
0.553816,0.318982,0.673158
0.555773,0.318982,0.671709
0.55773,0.318982,0.67021
0.559687,0.318982,0.668661
0.561644,0.318982,0.667063
0.563601,0.318982,0.665416
0.565558,0.318982,0.66372
0.567515,0.318982,0.661975
0.569472,0.318982,0.660182
0.571429,0.318982,0.658341
0.573386,0.318982,0.656453
0.575342,0.318982,0.654517
0.577299,0.318982,0.652533
0.579256,0.318982,0.650503
0.581213,0.318982,0.648427
0.58317,0.318982,0.646304
0.585127,0.318982,0.644135
0.587084,0.318982,0.64192
0.589041,0.318982,0.639661
0.590998,0.318982,0.637356
0.592955,0.318982,0.635007
0.594912,0.318982,0.632614
0.596869,0.318982,0.630177
0.598826,0.318982,0.627696
0.600783,0.318982,0.625172
0.60274,0.318982,0.622606
0.604697,0.318982,0.619997
0.606654,0.318982,0.617347
0.608611,0.318982,0.614655
0.610568,0.318982,0.611922
0.612524,0.318982,0.609148
0.614481,0.318982,0.606334
0.616438,0.318982,0.60348
0.618395,0.318982,0.600587
0.620352,0.318982,0.597655
0.622309,0.318982,0.594684
0.624266,0.318982,0.591676
0.626223,0.318982,0.58863
0.62818,0.318982,0.585546
0.630137,0.318982,0.582426
0.632094,0.318982,0.57927
0.634051,0.318982,0.576079
0.636008,0.318982,0.572852
0.637965,0.318982,0.56959
0.639922,0.318982,0.566294
0.641879,0.318982,0.562965
0.643836,0.318982,0.559602
0.645793,0.318982,0.556207
0.64775,0.318982,0.552779
0.649706,0.318982,0.54932
0.651663,0.318982,0.54583
0.65362,0.318982,0.542309
0.655577,0.318982,0.538758
0.657534,0.318982,0.535178
0.659491,0.318982,0.531568
0.661448,0.318982,0.527931
0.663405,0.318982,0.524265
0.665362,0.318982,0.520572
0.667319,0.318982,0.516853
0.669276,0.318982,0.513107
0.671233,0.318982,0.509336
0.67319,0.318982,0.50554
0.675147,0.318982,0.501719
0.677104,0.318982,0.497875
0.679061,0.318982,0.494007
0.681018,0.318982,0.490117
0.682975,0.318982,0.486204
0.684932,0.318982,0.482271
0.686888,0.318982,0.478316
0.688845,0.318982,0.474341
0.690802,0.318982,0.470346
0.692759,0.318982,0.466333
0.694716,0.318982,0.462301
0.696673,0.318982,0.458251
0.69863,0.318982,0.454184
0.700587,0.318982,0.4501
0.702544,0.318982,0.446001
0.704501,0.318982,0.441886
0.706458,0.318982,0.437757
0.708415,0.318982,0.433613
0.710372,0.318982,0.429456
0.712329,0.318982,0.425286
0.714286,0.318982,0.421104
0.716243,0.318982,0.416911
0.7182,0.318982,0.412707
0.720157,0.318982,0.408492
0.722114,0.318982,0.404268
0.72407,0.318982,0.400035
0.726027,0.318982,0.395794
0.727984,0.318982,0.391545
0.729941,0.318982,0.387289
0.731898,0.318982,0.383027
0.733855,0.318982,0.378759
0.735812,0.318982,0.374486
0.737769,0.318982,0.370209
0.739726,0.318982,0.365928
0.741683,0.318982,0.361644
0.74364,0.318982,0.357358
0.745597,0.318982,0.353069
0.747554,0.318982,0.34878
0.749511,0.318982,0.34449
0.751468,0.318982,0.340201
0.753425,0.318982,0.335912
0.755382,0.318982,0.331625
0.757339,0.318982,0.32734
0.759295,0.318982,0.323058
0.761252,0.318982,0.31878
0.763209,0.318982,0.314505
0.765166,0.318982,0.310236
0.767123,0.318982,0.305971
0.76908,0.318982,0.301713
0.771037,0.318982,0.297462
0.772994,0.318982,0.293218
0.774951,0.318982,0.288983
0.776908,0.318982,0.284756
0.778865,0.318982,0.280538
0.780822,0.318982,0.27633
0.782779,0.318982,0.272133
0.784736,0.318982,0.267948
0.786693,0.318982,0.263774
0.78865,0.318982,0.259613
0.790607,0.318982,0.255465
0.792564,0.318982,0.251331
0.794521,0.318982,0.247212
0.796477,0.318982,0.243107
0.798434,0.318982,0.239019
0.800391,0.318982,0.234946
0.802348,0.318982,0.230891
0.804305,0.318982,0.226853
0.806262,0.318982,0.222834
0.808219,0.318982,0.218834
0.810176,0.318982,0.214853
0.812133,0.318982,0.210892
0.81409,0.318982,0.206952
0.816047,0.318982,0.203033
0.818004,0.318982,0.199136
0.819961,0.318982,0.195261
0.821918,0.318982,0.19141
0.823875,0.318982,0.187582
0.825832,0.318982,0.183779
0.827789,0.318982,0.18
0.829746,0.318982,0.176247
0.831703,0.318982,0.17252
0.833659,0.318982,0.16882
0.835616,0.318982,0.165147
0.837573,0.318982,0.161501
0.83953,0.318982,0.157884
0.841487,0.318982,0.154296
0.843444,0.318982,0.150737
0.845401,0.318982,0.147208
0.847358,0.318982,0.143709
0.849315,0.318982,0.140242
0.851272,0.318982,0.136806
0.853229,0.318982,0.133402
0.855186,0.318982,0.130031
0.857143,0.318982,0.126693
0.8591,0.318982,0.123389
0.861057,0.318982,0.120118
0.863014,0.318982,0.116883
0.864971,0.318982,0.113683
0.866928,0.318982,0.110518
0.868885,0.318982,0.10739
0.870841,0.318982,0.104298
0.872798,0.318982,0.101243
0.874755,0.318982,0.0982258
0.876712,0.318982,0.0952468
0.878669,0.318982,0.0923062
0.880626,0.318982,0.0894046
0.882583,0.318982,0.0865425
0.88454,0.318982,0.0837202
0.886497,0.318982,0.0809382
0.888454,0.318982,0.078197
0.890411,0.318982,0.0754969
0.892368,0.318982,0.0728384
0.894325,0.318982,0.0702218
0.896282,0.318982,0.0676477
0.898239,0.318982,0.0651164
0.900196,0.318982,0.0626283
0.902153,0.318982,0.0601837
0.90411,0.318982,0.0577831
0.906067,0.318982,0.0554269
0.908023,0.318982,0.0531153
0.90998,0.318982,0.0508488
0.911937,0.318982,0.0486277
0.913894,0.318982,0.0464523
0.915851,0.318982,0.0443231
0.917808,0.318982,0.0422403
0.919765,0.318982,0.0402042
0.921722,0.318982,0.0382153
0.923679,0.318982,0.0362737
0.925636,0.318982,0.0343798
0.927593,0.318982,0.0325339
0.92955,0.318982,0.0307362
0.931507,0.318982,0.0289872
0.933464,0.318982,0.0272869
0.935421,0.318982,0.0256358
0.937378,0.318982,0.024034
0.939335,0.318982,0.0224819
0.941292,0.318982,0.0209796
0.943249,0.318982,0.0195274
0.945205,0.318982,0.0181256
0.947162,0.318982,0.0167743
0.949119,0.318982,0.0154738
0.951076,0.318982,0.0142242
0.953033,0.318982,0.0130258
0.95499,0.318982,0.0118788
0.956947,0.318982,0.0107834
0.958904,0.318982,0.00973966
0.960861,0.318982,0.00874784
0.962818,0.318982,0.00780808
0.964775,0.318982,0.00692054
0.966732,0.318982,0.00608535
0.968689,0.318982,0.00530266
0.970646,0.318982,0.00457259
0.972603,0.318982,0.00389527
0.97456,0.318982,0.00327081
0.976517,0.318982,0.00269931
0.978474,0.318982,0.00218088
0.980431,0.318982,0.00171559
0.982387,0.318982,0.00130354
0.984344,0.318982,0.000944799
0.986301,0.318982,0.000639426
0.988258,0.318982,0.000387482
0.990215,0.318982,0.000189016
0.992172,0.318982,4.40684e-05
0.994129,0.318982,-4.73277e-05
0.996086,0.318982,-8.51476e-05
0.998043,0.318982,-6.93746e-05
0.00195695,0.320939,-8.89507e-05
0.00391389,0.320939,-0.000123726
0.00587084,0.320939,-0.000104333
0.00782779,0.320939,-3.07885e-05
0.00978474,0.320939,9.68832e-05
0.0117417,0.320939,0.00027865
0.0136986,0.320939,0.000514471
0.0156556,0.320939,0.000804297
0.0176125,0.320939,0.00114807
0.0195695,0.320939,0.00154573
0.0215264,0.320939,0.0019972
0.0234834,0.320939,0.0025024
0.0254403,0.320939,0.00306123
0.0273973,0.320939,0.00367361
0.0293542,0.320939,0.00433942
0.0313112,0.320939,0.00505856
0.0332681,0.320939,0.0058309
0.035225,0.320939,0.00665631
0.037182,0.320939,0.00753465
0.0391389,0.320939,0.00846577
0.0410959,0.320939,0.00944954
0.0430528,0.320939,0.0104858
0.0450098,0.320939,0.0115743
0.0469667,0.320939,0.012715
0.0489237,0.320939,0.0139076
0.0508806,0.320939,0.0151519
0.0528376,0.320939,0.0164478
0.0547945,0.320939,0.017795
0.0567515,0.320939,0.0191934
0.0587084,0.320939,0.0206426
0.0606654,0.320939,0.0221425
0.0626223,0.320939,0.0236928
0.0645793,0.320939,0.0252934
0.0665362,0.320939,0.0269438
0.0684932,0.320939,0.0286439
0.0704501,0.320939,0.0303933
0.072407,0.320939,0.0321919
0.074364,0.320939,0.0340394
0.0763209,0.320939,0.0359353
0.0782779,0.320939,0.0378795
0.0802348,0.320939,0.0398716
0.0821918,0.320939,0.0419114
0.0841487,0.320939,0.0439984
0.0861057,0.320939,0.0461324
0.0880626,0.320939,0.0483131
0.0900196,0.320939,0.05054
0.0919765,0.320939,0.0528129
0.0939335,0.320939,0.0551313
0.0958904,0.320939,0.057495
0.0978474,0.320939,0.0599035
0.0998043,0.320939,0.0623565
0.101761,0.320939,0.0648536
0.103718,0.320939,0.0673944
0.105675,0.320939,0.0699786
0.107632,0.320939,0.0726056
0.109589,0.320939,0.0752751
0.111546,0.320939,0.0779867
0.113503,0.320939,0.0807399
0.11546,0.320939,0.0835344
0.117417,0.320939,0.0863697
0.119374,0.320939,0.0892453
0.121331,0.320939,0.0921609
0.123288,0.320939,0.0951159
0.125245,0.320939,0.0981099
0.127202,0.320939,0.101142
0.129159,0.320939,0.104213
0.131115,0.320939,0.107321
0.133072,0.320939,0.110466
0.135029,0.320939,0.113648
0.136986,0.320939,0.116866
0.138943,0.320939,0.12012
0.1409,0.320939,0.123409
0.142857,0.320939,0.126732
0.144814,0.320939,0.13009
0.146771,0.320939,0.133481
0.148728,0.320939,0.136905
0.150685,0.320939,0.140361
0.152642,0.320939,0.14385
0.154599,0.320939,0.14737
0.156556,0.320939,0.150921
0.158513,0.320939,0.154502
0.16047,0.320939,0.158114
0.162427,0.320939,0.161754
0.164384,0.320939,0.165423
0.166341,0.320939,0.16912
0.168297,0.320939,0.172845
0.170254,0.320939,0.176597
0.172211,0.320939,0.180375
0.174168,0.320939,0.184179
0.176125,0.320939,0.188008
0.178082,0.320939,0.191862
0.180039,0.320939,0.19574
0.181996,0.320939,0.199642
0.183953,0.320939,0.203566
0.18591,0.320939,0.207512
0.187867,0.320939,0.211481
0.189824,0.320939,0.21547
0.191781,0.320939,0.219479
0.193738,0.320939,0.223509
0.195695,0.320939,0.227557
0.197652,0.320939,0.231625
0.199609,0.320939,0.23571
0.201566,0.320939,0.239812
0.203523,0.320939,0.243931
0.205479,0.320939,0.248066
0.207436,0.320939,0.252217
0.209393,0.320939,0.256382
0.21135,0.320939,0.260562
0.213307,0.320939,0.264754
0.215264,0.320939,0.26896
0.217221,0.320939,0.273178
0.219178,0.320939,0.277408
0.221135,0.320939,0.281648
0.223092,0.320939,0.285899
0.225049,0.320939,0.290159
0.227006,0.320939,0.294428
0.228963,0.320939,0.298706
0.23092,0.320939,0.302991
0.232877,0.320939,0.307283
0.234834,0.320939,0.311582
0.236791,0.320939,0.315886
0.238748,0.320939,0.320195
0.240705,0.320939,0.324509
0.242661,0.320939,0.328826
0.244618,0.320939,0.333146
0.246575,0.320939,0.337469
0.248532,0.320939,0.341793
0.250489,0.320939,0.346118
0.252446,0.320939,0.350444
0.254403,0.320939,0.354769
0.25636,0.320939,0.359094
0.258317,0.320939,0.363417
0.260274,0.320939,0.367737
0.262231,0.320939,0.372055
0.264188,0.320939,0.376369
0.266145,0.320939,0.380678
0.268102,0.320939,0.384983
0.270059,0.320939,0.389282
0.272016,0.320939,0.393575
0.273973,0.320939,0.397861
0.27593,0.320939,0.40214
0.277886,0.320939,0.40641
0.279843,0.320939,0.410672
0.2818,0.320939,0.414924
0.283757,0.320939,0.419165
0.285714,0.320939,0.423396
0.287671,0.320939,0.427616
0.289628,0.320939,0.431823
0.291585,0.320939,0.436018
0.293542,0.320939,0.440199
0.295499,0.320939,0.444367
0.297456,0.320939,0.448519
0.299413,0.320939,0.452656
0.30137,0.320939,0.456778
0.303327,0.320939,0.460883
0.305284,0.320939,0.46497
0.307241,0.320939,0.46904
0.309198,0.320939,0.473091
0.311155,0.320939,0.477123
0.313112,0.320939,0.481136
0.315068,0.320939,0.485128
0.317025,0.320939,0.4891
0.318982,0.320939,0.49305
0.320939,0.320939,0.496977
0.322896,0.320939,0.500882
0.324853,0.320939,0.504764
0.32681,0.320939,0.508622
0.328767,0.320939,0.512455
0.330724,0.320939,0.516264
0.332681,0.320939,0.520046
0.334638,0.320939,0.523803
0.336595,0.320939,0.527532
0.338552,0.320939,0.531235
0.340509,0.320939,0.534909
0.342466,0.320939,0.538555
0.344423,0.320939,0.542171
0.34638,0.320939,0.545758
0.348337,0.320939,0.549315
0.350294,0.320939,0.552841
0.35225,0.320939,0.556336
0.354207,0.320939,0.5598
0.356164,0.320939,0.563231
0.358121,0.320939,0.566629
0.360078,0.320939,0.569993
0.362035,0.320939,0.573324
0.363992,0.320939,0.576621
0.365949,0.320939,0.579882
0.367906,0.320939,0.583108
0.369863,0.320939,0.586299
0.37182,0.320939,0.589453
0.373777,0.320939,0.59257
0.375734,0.320939,0.59565
0.377691,0.320939,0.598692
0.379648,0.320939,0.601696
0.381605,0.320939,0.604661
0.383562,0.320939,0.607587
0.385519,0.320939,0.610473
0.387476,0.320939,0.613319
0.389432,0.320939,0.616125
0.391389,0.320939,0.61889
0.393346,0.320939,0.621614
0.395303,0.320939,0.624295
0.39726,0.320939,0.626935
0.399217,0.320939,0.629532
0.401174,0.320939,0.632086
0.403131,0.320939,0.634597
0.405088,0.320939,0.637064
0.407045,0.320939,0.639487
0.409002,0.320939,0.641866
0.410959,0.320939,0.6442
0.412916,0.320939,0.646488
0.414873,0.320939,0.648731
0.41683,0.320939,0.650928
0.418787,0.320939,0.653079
0.420744,0.320939,0.655183
0.422701,0.320939,0.657241
0.424658,0.320939,0.659251
0.426614,0.320939,0.661214
0.428571,0.320939,0.663129
0.430528,0.320939,0.664996
0.432485,0.320939,0.666815
0.434442,0.320939,0.668585
0.436399,0.320939,0.670306
0.438356,0.320939,0.671977
0.440313,0.320939,0.6736
0.44227,0.320939,0.675173
0.444227,0.320939,0.676695
0.446184,0.320939,0.678168
0.448141,0.320939,0.67959
0.450098,0.320939,0.680962
0.452055,0.320939,0.682283
0.454012,0.320939,0.683553
0.455969,0.320939,0.684772
0.457926,0.320939,0.685939
0.459883,0.320939,0.687055
0.46184,0.320939,0.688119
0.463796,0.320939,0.689131
0.465753,0.320939,0.690092
0.46771,0.320939,0.691
0.469667,0.320939,0.691855
0.471624,0.320939,0.692658
0.473581,0.320939,0.693409
0.475538,0.320939,0.694107
0.477495,0.320939,0.694752
0.479452,0.320939,0.695344
0.481409,0.320939,0.695884
0.483366,0.320939,0.69637
0.485323,0.320939,0.696803
0.48728,0.320939,0.697183
0.489237,0.320939,0.697509
0.491194,0.320939,0.697783
0.493151,0.320939,0.698002
0.495108,0.320939,0.698169
0.497065,0.320939,0.698282
0.499022,0.320939,0.698342
0.500978,0.320939,0.698348
0.502935,0.320939,0.698301
0.504892,0.320939,0.6982
0.506849,0.320939,0.698046
0.508806,0.320939,0.697838
0.510763,0.320939,0.697577
0.51272,0.320939,0.697263
0.514677,0.320939,0.696896
0.516634,0.320939,0.696475
0.518591,0.320939,0.696001
0.520548,0.320939,0.695474
0.522505,0.320939,0.694895
0.524462,0.320939,0.694262
0.526419,0.320939,0.693576
0.528376,0.320939,0.692838
0.530333,0.320939,0.692047
0.53229,0.320939,0.691203
0.534247,0.320939,0.690308
0.536204,0.320939,0.68936
0.53816,0.320939,0.68836
0.540117,0.320939,0.687308
0.542074,0.320939,0.686204
0.544031,0.320939,0.685049
0.545988,0.320939,0.683842
0.547945,0.320939,0.682584
0.549902,0.320939,0.681275
0.551859,0.320939,0.679915
0.553816,0.320939,0.678505
0.555773,0.320939,0.677044
0.55773,0.320939,0.675533
0.559687,0.320939,0.673972
0.561644,0.320939,0.672361
0.563601,0.320939,0.670701
0.565558,0.320939,0.668992
0.567515,0.320939,0.667233
0.569472,0.320939,0.665426
0.571429,0.320939,0.663571
0.573386,0.320939,0.661667
0.575342,0.320939,0.659716
0.577299,0.320939,0.657717
0.579256,0.320939,0.655671
0.581213,0.320939,0.653578
0.58317,0.320939,0.651438
0.585127,0.320939,0.649252
0.587084,0.320939,0.64702
0.589041,0.320939,0.644743
0.590998,0.320939,0.64242
0.592955,0.320939,0.640052
0.594912,0.320939,0.63764
0.596869,0.320939,0.635184
0.598826,0.320939,0.632683
0.600783,0.320939,0.63014
0.60274,0.320939,0.627553
0.604697,0.320939,0.624924
0.606654,0.320939,0.622253
0.608611,0.320939,0.619539
0.610568,0.320939,0.616785
0.612524,0.320939,0.613989
0.614481,0.320939,0.611153
0.616438,0.320939,0.608276
0.618395,0.320939,0.60536
0.620352,0.320939,0.602405
0.622309,0.320939,0.599411
0.624266,0.320939,0.596379
0.626223,0.320939,0.593308
0.62818,0.320939,0.590201
0.630137,0.320939,0.587056
0.632094,0.320939,0.583875
0.634051,0.320939,0.580658
0.636008,0.320939,0.577406
0.637965,0.320939,0.574118
0.639922,0.320939,0.570797
0.641879,0.320939,0.567441
0.643836,0.320939,0.564051
0.645793,0.320939,0.560629
0.64775,0.320939,0.557175
0.649706,0.320939,0.553688
0.651663,0.320939,0.55017
0.65362,0.320939,0.546622
0.655577,0.320939,0.543043
0.657534,0.320939,0.539434
0.659491,0.320939,0.535796
0.661448,0.320939,0.53213
0.663405,0.320939,0.528435
0.665362,0.320939,0.524713
0.667319,0.320939,0.520965
0.669276,0.320939,0.517189
0.671233,0.320939,0.513388
0.67319,0.320939,0.509562
0.675147,0.320939,0.505711
0.677104,0.320939,0.501837
0.679061,0.320939,0.497938
0.681018,0.320939,0.494017
0.682975,0.320939,0.490074
0.684932,0.320939,0.486109
0.686888,0.320939,0.482123
0.688845,0.320939,0.478117
0.690802,0.320939,0.474091
0.692759,0.320939,0.470045
0.694716,0.320939,0.465981
0.696673,0.320939,0.4619
0.69863,0.320939,0.4578
0.700587,0.320939,0.453685
0.702544,0.320939,0.449553
0.704501,0.320939,0.445405
0.706458,0.320939,0.441243
0.708415,0.320939,0.437067
0.710372,0.320939,0.432877
0.712329,0.320939,0.428674
0.714286,0.320939,0.424459
0.716243,0.320939,0.420233
0.7182,0.320939,0.415995
0.720157,0.320939,0.411748
0.722114,0.320939,0.40749
0.72407,0.320939,0.403224
0.726027,0.320939,0.398949
0.727984,0.320939,0.394666
0.729941,0.320939,0.390377
0.731898,0.320939,0.386081
0.733855,0.320939,0.381779
0.735812,0.320939,0.377473
0.737769,0.320939,0.373162
0.739726,0.320939,0.368847
0.741683,0.320939,0.364529
0.74364,0.320939,0.360208
0.745597,0.320939,0.355886
0.747554,0.320939,0.351563
0.749511,0.320939,0.347239
0.751468,0.320939,0.342916
0.753425,0.320939,0.338593
0.755382,0.320939,0.334272
0.757339,0.320939,0.329954
0.759295,0.320939,0.325638
0.761252,0.320939,0.321325
0.763209,0.320939,0.317017
0.765166,0.320939,0.312714
0.767123,0.320939,0.308416
0.76908,0.320939,0.304124
0.771037,0.320939,0.299839
0.772994,0.320939,0.295562
0.774951,0.320939,0.291293
0.776908,0.320939,0.287032
0.778865,0.320939,0.282781
0.780822,0.320939,0.27854
0.782779,0.320939,0.27431
0.784736,0.320939,0.270091
0.786693,0.320939,0.265884
0.78865,0.320939,0.26169
0.790607,0.320939,0.25751
0.792564,0.320939,0.253343
0.794521,0.320939,0.249191
0.796477,0.320939,0.245054
0.798434,0.320939,0.240933
0.800391,0.320939,0.236828
0.802348,0.320939,0.232741
0.804305,0.320939,0.228671
0.806262,0.320939,0.22462
0.808219,0.320939,0.220588
0.810176,0.320939,0.216575
0.812133,0.320939,0.212583
0.81409,0.320939,0.208612
0.816047,0.320939,0.204662
0.818004,0.320939,0.200734
0.819961,0.320939,0.196828
0.821918,0.320939,0.192947
0.823875,0.320939,0.189089
0.825832,0.320939,0.185255
0.827789,0.320939,0.181447
0.829746,0.320939,0.177664
0.831703,0.320939,0.173907
0.833659,0.320939,0.170177
0.835616,0.320939,0.166475
0.837573,0.320939,0.1628
0.83953,0.320939,0.159155
0.841487,0.320939,0.155538
0.843444,0.320939,0.15195
0.845401,0.320939,0.148393
0.847358,0.320939,0.144867
0.849315,0.320939,0.141372
0.851272,0.320939,0.137909
0.853229,0.320939,0.134478
0.855186,0.320939,0.13108
0.857143,0.320939,0.127716
0.8591,0.320939,0.124385
0.861057,0.320939,0.121089
0.863014,0.320939,0.117828
0.864971,0.320939,0.114602
0.866928,0.320939,0.111412
0.868885,0.320939,0.108259
0.870841,0.320939,0.105142
0.872798,0.320939,0.102063
0.874755,0.320939,0.0990218
0.876712,0.320939,0.096019
0.878669,0.320939,0.093055
0.880626,0.320939,0.0901303
0.882583,0.320939,0.0872453
0.88454,0.320939,0.0844005
0.886497,0.320939,0.0815963
0.888454,0.320939,0.0788332
0.890411,0.320939,0.0761116
0.892368,0.320939,0.0734318
0.894325,0.320939,0.0707944
0.896282,0.320939,0.0681997
0.898239,0.320939,0.0656481
0.900196,0.320939,0.0631401
0.902153,0.320939,0.060676
0.90411,0.320939,0.0582562
0.906067,0.320939,0.055881
0.908023,0.320939,0.0535509
0.90998,0.320939,0.0512663
0.911937,0.320939,0.0490273
0.913894,0.320939,0.0468345
0.915851,0.320939,0.0446882
0.917808,0.320939,0.0425887
0.919765,0.320939,0.0405363
0.921722,0.320939,0.0385313
0.923679,0.320939,0.0365741
0.925636,0.320939,0.0346649
0.927593,0.320939,0.0328041
0.92955,0.320939,0.030992
0.931507,0.320939,0.0292288
0.933464,0.320939,0.0275148
0.935421,0.320939,0.0258504
0.937378,0.320939,0.0242356
0.939335,0.320939,0.0226709
0.941292,0.320939,0.0211564
0.943249,0.320939,0.0196925
0.945205,0.320939,0.0182792
0.947162,0.320939,0.0169169
0.949119,0.320939,0.0156058
0.951076,0.320939,0.014346
0.953033,0.320939,0.0131378
0.95499,0.320939,0.0119814
0.956947,0.320939,0.010877
0.958904,0.320939,0.00982468
0.960861,0.320939,0.00882468
0.962818,0.320939,0.00787714
0.964775,0.320939,0.00698222
0.966732,0.320939,0.00614007
0.968689,0.320939,0.00535083
0.970646,0.320939,0.00461463
0.972603,0.320939,0.00393159
0.97456,0.320939,0.00330182
0.976517,0.320939,0.00272543
0.978474,0.320939,0.00220252
0.980431,0.320939,0.00173317
0.982387,0.320939,0.00131748
0.984344,0.320939,0.000955509
0.986301,0.320939,0.000647329
0.988258,0.320939,0.000392997
0.990215,0.320939,0.000192562
0.992172,0.320939,4.60653e-05
0.994129,0.320939,-4.64603e-05
0.996086,0.320939,-8.49895e-05
0.998043,0.320939,-6.95057e-05
0.00195695,0.322896,-8.91471e-05
0.00391389,0.322896,-0.0001237
0.00587084,0.322896,-0.000103667
0.00782779,0.322896,-2.90643e-05
0.00978474,0.322896,0.000100084
0.0117417,0.322896,0.000283745
