x,y,u
0.0861057,0.00391389,-6.57023e-05
0.0880626,0.00391389,-6.68851e-05
0.0900196,0.00391389,-6.8054e-05
0.0919765,0.00391389,-6.9209e-05
0.0939335,0.00391389,-7.03501e-05
0.0958904,0.00391389,-7.14775e-05
0.0978474,0.00391389,-7.2591e-05
0.0998043,0.00391389,-7.36907e-05
0.101761,0.00391389,-7.47766e-05
0.103718,0.00391389,-7.58488e-05
0.105675,0.00391389,-7.69072e-05
0.107632,0.00391389,-7.79519e-05
0.109589,0.00391389,-7.8983e-05
0.111546,0.00391389,-8.00005e-05
0.113503,0.00391389,-8.10043e-05
0.11546,0.00391389,-8.19946e-05
0.117417,0.00391389,-8.29713e-05
0.119374,0.00391389,-8.39345e-05
0.121331,0.00391389,-8.48843e-05
0.123288,0.00391389,-8.58207e-05
0.125245,0.00391389,-8.67436e-05
0.127202,0.00391389,-8.76533e-05
0.129159,0.00391389,-8.85496e-05
0.131115,0.00391389,-8.94327e-05
0.133072,0.00391389,-9.03026e-05
0.135029,0.00391389,-9.11593e-05
0.136986,0.00391389,-9.2003e-05
0.138943,0.00391389,-9.28336e-05
0.1409,0.00391389,-9.36512e-05
0.142857,0.00391389,-9.44558e-05
0.144814,0.00391389,-9.52476e-05
0.146771,0.00391389,-9.60265e-05
0.148728,0.00391389,-9.67927e-05
0.150685,0.00391389,-9.75462e-05
0.152642,0.00391389,-9.8287e-05
0.154599,0.00391389,-9.90152e-05
0.156556,0.00391389,-9.97309e-05
0.158513,0.00391389,-0.000100434
0.16047,0.00391389,-0.000101125
0.162427,0.00391389,-0.000101803
0.164384,0.00391389,-0.00010247
0.166341,0.00391389,-0.000103124
0.168297,0.00391389,-0.000103766
0.170254,0.00391389,-0.000104396
0.172211,0.00391389,-0.000105013
0.174168,0.00391389,-0.000105619
0.176125,0.00391389,-0.000106214
0.178082,0.00391389,-0.000106796
0.180039,0.00391389,-0.000107367
0.181996,0.00391389,-0.000107926
0.183953,0.00391389,-0.000108474
0.18591,0.00391389,-0.00010901
0.187867,0.00391389,-0.000109535
0.189824,0.00391389,-0.000110048
0.191781,0.00391389,-0.00011055
0.193738,0.00391389,-0.000111042
0.195695,0.00391389,-0.000111522
0.197652,0.00391389,-0.000111991
0.199609,0.00391389,-0.00011245
0.201566,0.00391389,-0.000112897
0.203523,0.00391389,-0.000113334
0.205479,0.00391389,-0.000113761
0.207436,0.00391389,-0.000114177
0.209393,0.00391389,-0.000114582
0.21135,0.00391389,-0.000114978
0.213307,0.00391389,-0.000115363
0.215264,0.00391389,-0.000115738
0.217221,0.00391389,-0.000116102
0.219178,0.00391389,-0.000116457
0.221135,0.00391389,-0.000116802
0.223092,0.00391389,-0.000117138
0.225049,0.00391389,-0.000117463
0.227006,0.00391389,-0.00011778
